_id,ltable_id,rtable_id
0,2,7148
1,2,13459
2,2,16448
3,2,16721
4,2,17829
5,3,16496
6,3,17378
7,3,18029
8,3,18950
9,4,4379
10,4,21425
11,5,5882
12,5,9810
13,6,1705
14,6,20933
15,7,1026
16,7,1044
17,7,3048
18,7,4952
19,7,8996
20,7,9016
21,7,13000
22,7,13001
23,7,13002
24,7,13024
25,7,14914
26,7,14915
27,8,1304
28,9,350
29,9,10249
30,9,19471
31,11,2430
32,11,20209
33,11,21366
34,14,1628
35,14,4575
36,14,7533
37,14,8004
38,14,8265
39,14,9362
40,14,9580
41,14,12081
42,14,12082
43,14,14535
44,14,18845
45,15,1700
46,15,15033
47,16,4276
48,16,4283
49,16,6273
50,16,8009
51,16,16898
52,16,17051
53,16,17365
54,16,17668
55,16,17811
56,16,17823
57,16,18439
58,17,88
59,17,5235
60,17,7296
61,17,14393
62,17,14588
63,17,15183
64,17,15184
65,17,15250
66,17,18778
67,17,19395
68,19,4882
69,19,10880
70,20,3061
71,20,6597
72,20,6993
73,20,6994
74,20,11240
75,20,17430
76,20,17753
77,21,16838
78,22,967
79,22,2965
80,22,7854
81,22,8916
82,22,11790
83,22,12926
84,22,13943
85,22,20144
86,23,233
87,23,1348
88,23,3335
89,23,6955
90,23,11303
91,23,12641
92,23,15109
93,23,15307
94,23,15601
95,23,16210
96,23,16211
97,23,16364
98,23,16505
99,23,16647
100,23,16672
101,23,16812
102,23,16960
103,23,17392
104,23,17580
105,23,17858
106,23,17883
107,23,18327
108,23,18330
109,23,18527
110,23,19252
111,23,20962
112,23,21285
113,24,2340
114,24,11173
115,24,11992
116,24,12308
117,24,14249
118,24,14263
119,24,19217
120,25,10758
121,25,12805
122,26,13
123,26,1034
124,26,1035
125,26,1036
126,26,1037
127,26,1038
128,26,1039
129,26,1900
130,26,2304
131,26,2545
132,26,3044
133,26,3045
134,26,4954
135,26,4959
136,26,4964
137,26,4966
138,26,4967
139,26,6529
140,26,6762
141,26,6973
142,26,6980
143,26,6981
144,26,6982
145,26,6983
146,26,6984
147,26,6985
148,26,7116
149,26,7142
150,26,7203
151,26,8669
152,26,8670
153,26,9003
154,26,9005
155,26,9007
156,26,9008
157,26,9010
158,26,9096
159,26,10965
160,26,10967
161,26,10968
162,26,13009
163,26,13010
164,26,13011
165,26,13012
166,26,13013
167,26,13016
168,26,13623
169,26,14538
170,26,14921
171,26,14930
172,26,14931
173,26,14932
174,26,14933
175,26,18733
176,26,19570
177,26,19592
178,26,20449
179,26,20450
180,26,21424
181,26,21456
182,26,21457
183,26,21827
184,29,14113
185,30,2075
186,30,4045
187,30,6032
188,30,6033
189,30,6034
190,30,8071
191,30,8072
192,30,12059
193,30,12060
194,30,12061
195,30,12465
196,30,13303
197,30,14016
198,30,15292
199,30,15995
200,31,11089
201,31,13119
202,31,15047
203,32,6574
204,32,16174
205,33,120
206,33,287
207,33,305
208,33,807
209,33,2817
210,33,2821
211,33,4730
212,33,6746
213,33,6747
214,33,6751
215,33,6752
216,33,8237
217,33,8789
218,33,8791
219,33,10752
220,33,10753
221,33,12475
222,33,12795
223,33,14688
224,33,14689
225,33,14695
226,33,14696
227,33,14699
